3.833253900000000000e+08,1.782000000000000000e+03,1.741000000000000000e+03,2.309000000000000000e+03,1.808050000000000000e+05
3.833453930000000000e+08,1.787000000000000000e+03,1.745000000000000000e+03,2.303000000000000000e+03,1.808370000000000000e+05
3.833653950000000000e+08,1.779000000000000000e+03,1.743000000000000000e+03,2.309000000000000000e+03,1.808970000000000000e+05
3.833853970000000000e+08,1.791000000000000000e+03,1.744000000000000000e+03,2.307000000000000000e+03,1.809670000000000000e+05
3.834054000000000000e+08,1.792000000000000000e+03,1.744000000000000000e+03,2.303000000000000000e+03,1.810530000000000000e+05
3.834254020000000000e+08,1.782000000000000000e+03,1.741000000000000000e+03,2.309000000000000000e+03,1.811260000000000000e+05
3.834454050000000000e+08,1.786000000000000000e+03,1.744000000000000000e+03,2.301000000000000000e+03,1.811990000000000000e+05
3.834654070000000000e+08,1.794000000000000000e+03,1.739000000000000000e+03,2.307000000000000000e+03,1.812160000000000000e+05
3.834854090000000000e+08,1.791000000000000000e+03,1.738000000000000000e+03,2.303000000000000000e+03,1.812090000000000000e+05
3.835054120000000000e+08,1.783000000000000000e+03,1.740000000000000000e+03,2.311000000000000000e+03,1.811990000000000000e+05
3.835254140000000000e+08,1.787000000000000000e+03,1.739000000000000000e+03,2.301000000000000000e+03,1.812150000000000000e+05
3.835454160000000000e+08,1.790000000000000000e+03,1.745000000000000000e+03,2.311000000000000000e+03,1.812640000000000000e+05
3.835654190000000000e+08,1.791000000000000000e+03,1.749000000000000000e+03,2.308000000000000000e+03,1.813280000000000000e+05
3.835854210000000000e+08,1.787000000000000000e+03,1.737000000000000000e+03,2.293000000000000000e+03,1.813630000000000000e+05
3.836054230000000000e+08,1.787000000000000000e+03,1.744000000000000000e+03,2.286000000000000000e+03,1.813550000000000000e+05
3.836254260000000000e+08,1.788000000000000000e+03,1.746000000000000000e+03,2.313000000000000000e+03,1.813180000000000000e+05
3.836454280000000000e+08,1.790000000000000000e+03,1.739000000000000000e+03,2.311000000000000000e+03,1.812810000000000000e+05
3.836654300000000000e+08,1.789000000000000000e+03,1.746000000000000000e+03,2.310000000000000000e+03,1.812440000000000000e+05
3.836854330000000000e+08,1.789000000000000000e+03,1.744000000000000000e+03,2.311000000000000000e+03,1.812180000000000000e+05
3.837054350000000000e+08,1.792000000000000000e+03,1.744000000000000000e+03,2.307000000000000000e+03,1.812100000000000000e+05
3.837254380000000000e+08,1.789000000000000000e+03,1.746000000000000000e+03,2.313000000000000000e+03,1.812110000000000000e+05
3.837454400000000000e+08,1.790000000000000000e+03,1.750000000000000000e+03,2.311000000000000000e+03,1.812220000000000000e+05
3.837654420000000000e+08,1.791000000000000000e+03,1.741000000000000000e+03,2.303000000000000000e+03,1.812660000000000000e+05
3.837854450000000000e+08,1.771000000000000000e+03,1.743000000000000000e+03,2.305000000000000000e+03,1.812920000000000000e+05
3.838054470000000000e+08,1.781000000000000000e+03,1.737000000000000000e+03,2.301000000000000000e+03,1.812860000000000000e+05
3.838254490000000000e+08,1.776000000000000000e+03,1.743000000000000000e+03,2.305000000000000000e+03,1.811190000000000000e+05
3.838454520000000000e+08,1.791000000000000000e+03,1.743000000000000000e+03,2.303000000000000000e+03,1.808230000000000000e+05
3.838654540000000000e+08,1.799000000000000000e+03,1.747000000000000000e+03,2.309000000000000000e+03,1.805030000000000000e+05
3.838854560000000000e+08,1.782000000000000000e+03,1.739000000000000000e+03,2.314000000000000000e+03,1.802550000000000000e+05
3.839054590000000000e+08,1.787000000000000000e+03,1.729000000000000000e+03,2.303000000000000000e+03,1.801010000000000000e+05
3.839254610000000000e+08,1.788000000000000000e+03,1.746000000000000000e+03,2.311000000000000000e+03,1.800590000000000000e+05
3.839454640000000000e+08,1.791000000000000000e+03,1.742000000000000000e+03,2.303000000000000000e+03,1.800690000000000000e+05
3.839654660000000000e+08,1.788000000000000000e+03,1.744000000000000000e+03,2.303000000000000000e+03,1.801110000000000000e+05
3.839854680000000000e+08,1.793000000000000000e+03,1.735000000000000000e+03,2.303000000000000000e+03,1.801990000000000000e+05
3.840054710000000000e+08,1.787000000000000000e+03,1.747000000000000000e+03,2.303000000000000000e+03,1.802940000000000000e+05
3.840254730000000000e+08,1.792000000000000000e+03,1.744000000000000000e+03,2.301000000000000000e+03,1.803970000000000000e+05
3.840454750000000000e+08,1.787000000000000000e+03,1.732000000000000000e+03,2.307000000000000000e+03,1.804840000000000000e+05
3.840654780000000000e+08,1.787000000000000000e+03,1.744000000000000000e+03,2.304000000000000000e+03,1.805380000000000000e+05
3.840854800000000000e+08,1.784000000000000000e+03,1.747000000000000000e+03,2.303000000000000000e+03,1.805750000000000000e+05
3.841054820000000000e+08,1.793000000000000000e+03,1.741000000000000000e+03,2.308000000000000000e+03,1.805950000000000000e+05
3.841254850000000000e+08,1.792000000000000000e+03,1.744000000000000000e+03,2.315000000000000000e+03,1.805880000000000000e+05
3.841454870000000000e+08,1.789000000000000000e+03,1.744000000000000000e+03,2.307000000000000000e+03,1.805730000000000000e+05
3.841654900000000000e+08,1.789000000000000000e+03,1.746000000000000000e+03,2.303000000000000000e+03,1.805400000000000000e+05
3.841854920000000000e+08,1.791000000000000000e+03,1.744000000000000000e+03,2.306000000000000000e+03,1.805120000000000000e+05
3.842054940000000000e+08,1.791000000000000000e+03,1.742000000000000000e+03,2.317000000000000000e+03,1.805000000000000000e+05
3.842254970000000000e+08,1.790000000000000000e+03,1.738000000000000000e+03,2.311000000000000000e+03,1.804890000000000000e+05
3.842454990000000000e+08,1.788000000000000000e+03,1.744000000000000000e+03,2.311000000000000000e+03,1.804950000000000000e+05
3.842655010000000000e+08,1.793000000000000000e+03,1.743000000000000000e+03,2.311000000000000000e+03,1.804920000000000000e+05
3.842855040000000000e+08,1.791000000000000000e+03,1.735000000000000000e+03,2.311000000000000000e+03,1.804820000000000000e+05
3.843055060000000000e+08,1.790000000000000000e+03,1.746000000000000000e+03,2.303000000000000000e+03,1.804910000000000000e+05
3.843255080000000000e+08,1.780000000000000000e+03,1.737000000000000000e+03,2.299000000000000000e+03,1.805120000000000000e+05
3.843455110000000000e+08,1.792000000000000000e+03,1.746000000000000000e+03,2.311000000000000000e+03,1.805090000000000000e+05
3.843655130000000000e+08,1.806000000000000000e+03,1.746000000000000000e+03,2.303000000000000000e+03,1.805080000000000000e+05
3.843855160000000000e+08,1.794000000000000000e+03,1.747000000000000000e+03,2.311000000000000000e+03,1.804990000000000000e+05
3.844055180000000000e+08,1.783000000000000000e+03,1.740000000000000000e+03,2.303000000000000000e+03,1.805070000000000000e+05
3.844255200000000000e+08,1.787000000000000000e+03,1.735000000000000000e+03,2.309000000000000000e+03,1.804290000000000000e+05
3.844455230000000000e+08,1.789000000000000000e+03,1.737000000000000000e+03,2.303000000000000000e+03,1.802570000000000000e+05
3.844655250000000000e+08,1.791000000000000000e+03,1.738000000000000000e+03,2.303000000000000000e+03,1.799690000000000000e+05
3.844855270000000000e+08,1.787000000000000000e+03,1.745000000000000000e+03,2.311000000000000000e+03,1.796470000000000000e+05
3.845055300000000000e+08,1.789000000000000000e+03,1.745000000000000000e+03,2.310000000000000000e+03,1.793870000000000000e+05
3.845255320000000000e+08,1.791000000000000000e+03,1.744000000000000000e+03,2.321000000000000000e+03,1.792470000000000000e+05
3.845455340000000000e+08,1.786000000000000000e+03,1.744000000000000000e+03,2.303000000000000000e+03,1.791760000000000000e+05
3.845655370000000000e+08,1.791000000000000000e+03,1.743000000000000000e+03,2.307000000000000000e+03,1.791950000000000000e+05
3.845855390000000000e+08,1.786000000000000000e+03,1.744000000000000000e+03,2.307000000000000000e+03,1.792330000000000000e+05
3.846055420000000000e+08,1.789000000000000000e+03,1.750000000000000000e+03,2.305000000000000000e+03,1.792690000000000000e+05
3.846255440000000000e+08,1.793000000000000000e+03,1.744000000000000000e+03,2.309000000000000000e+03,1.793210000000000000e+05
3.846455460000000000e+08,1.787000000000000000e+03,1.741000000000000000e+03,2.317000000000000000e+03,1.793690000000000000e+05
3.846655490000000000e+08,1.794000000000000000e+03,1.737000000000000000e+03,2.305000000000000000e+03,1.794070000000000000e+05
3.846855510000000000e+08,1.783000000000000000e+03,1.743000000000000000e+03,2.309000000000000000e+03,1.794490000000000000e+05
3.847055530000000000e+08,1.793000000000000000e+03,1.733000000000000000e+03,2.297000000000000000e+03,1.794640000000000000e+05
3.847255560000000000e+08,1.795000000000000000e+03,1.744000000000000000e+03,2.303000000000000000e+03,1.794580000000000000e+05
3.847455580000000000e+08,1.783000000000000000e+03,1.744000000000000000e+03,2.306000000000000000e+03,1.794290000000000000e+05
3.847655600000000000e+08,1.791000000000000000e+03,1.742000000000000000e+03,2.303000000000000000e+03,1.794170000000000000e+05
3.847855630000000000e+08,1.789000000000000000e+03,1.743000000000000000e+03,2.303000000000000000e+03,1.793810000000000000e+05
3.848055650000000000e+08,1.794000000000000000e+03,1.750000000000000000e+03,2.309000000000000000e+03,1.793550000000000000e+05
3.848255670000000000e+08,1.792000000000000000e+03,1.746000000000000000e+03,2.303000000000000000e+03,1.793510000000000000e+05
3.848455700000000000e+08,1.782000000000000000e+03,1.744000000000000000e+03,2.315000000000000000e+03,1.793690000000000000e+05
3.848655720000000000e+08,1.779000000000000000e+03,1.744000000000000000e+03,2.310000000000000000e+03,1.793980000000000000e+05
3.848855750000000000e+08,1.793000000000000000e+03,1.743000000000000000e+03,2.311000000000000000e+03,1.794470000000000000e+05
3.849055770000000000e+08,1.789000000000000000e+03,1.744000000000000000e+03,2.293000000000000000e+03,1.795250000000000000e+05
3.849255790000000000e+08,1.791000000000000000e+03,1.744000000000000000e+03,2.311000000000000000e+03,1.795810000000000000e+05
3.849455820000000000e+08,1.787000000000000000e+03,1.744000000000000000e+03,2.310000000000000000e+03,1.796140000000000000e+05
3.849655840000000000e+08,1.783000000000000000e+03,1.740000000000000000e+03,2.310000000000000000e+03,1.796670000000000000e+05
3.849855860000000000e+08,1.793000000000000000e+03,1.743000000000000000e+03,2.302000000000000000e+03,1.797420000000000000e+05
3.850055890000000000e+08,1.791000000000000000e+03,1.735000000000000000e+03,2.303000000000000000e+03,1.798470000000000000e+05
3.850255910000000000e+08,1.792000000000000000e+03,1.737000000000000000e+03,2.303000000000000000e+03,1.799560000000000000e+05
3.850455940000000000e+08,1.791000000000000000e+03,1.739000000000000000e+03,2.310000000000000000e+03,1.799780000000000000e+05
3.850655960000000000e+08,1.783000000000000000e+03,1.746000000000000000e+03,2.311000000000000000e+03,1.798200000000000000e+05
3.850855980000000000e+08,1.793000000000000000e+03,1.746000000000000000e+03,2.309000000000000000e+03,1.795260000000000000e+05
3.851056010000000000e+08,1.789000000000000000e+03,1.739000000000000000e+03,2.310000000000000000e+03,1.792290000000000000e+05
3.851256030000000000e+08,1.785000000000000000e+03,1.744000000000000000e+03,2.308000000000000000e+03,1.790040000000000000e+05
3.851456050000000000e+08,1.787000000000000000e+03,1.746000000000000000e+03,2.303000000000000000e+03,1.788480000000000000e+05
3.851656080000000000e+08,1.785000000000000000e+03,1.739000000000000000e+03,2.323000000000000000e+03,1.787840000000000000e+05
3.851856100000000000e+08,1.806000000000000000e+03,1.733000000000000000e+03,2.307000000000000000e+03,1.787930000000000000e+05
3.852056120000000000e+08,1.785000000000000000e+03,1.738000000000000000e+03,2.306000000000000000e+03,1.788230000000000000e+05
3.852256150000000000e+08,1.781000000000000000e+03,1.739000000000000000e+03,2.311000000000000000e+03,1.788600000000000000e+05
3.852456170000000000e+08,1.792000000000000000e+03,1.747000000000000000e+03,2.303000000000000000e+03,1.788720000000000000e+05
3.852656190000000000e+08,1.787000000000000000e+03,1.744000000000000000e+03,2.313000000000000000e+03,1.789000000000000000e+05
